Factorisations Of Cunningham Numbers C+(2,n) = 2^n + 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            79111982600041886624888697707009553774579797857587114117638074343969848233791460604242928670762668478286437\
            91871470629741759990215981577685102571067057915508232383679591734933343151943637787844420060377222664863208\
            6166389434459119312473
1130    12  5^2.41.58309.2362153.527323541.15079116213901326178369.2353402269661870839914687981.10384593717069655112945\
            804582584321.2387230134598804089841861312230726458843262609759583282459944345181.97430234481219303704703324\
            2167132772483528759269329224300359163273521.228560330684564814439432928132952368534236687355770476946136829\
            931451157710276860933115684532014761
1131    13  3^2.59.2731.3033169.13454377.22366891.96076791871613611.61318393206415264609.862129909267689232423274352672\
            765463729913497.97969783896578766950463988989150801833252065245907311942438154123.2838021841553700164033292\
            493549397721692651434126177125532408652572536049.1560462000374898713756368436994643374942954895247911148912\
            8424163566077973414124705335003435083
1132     4  17.275814838289.362073730366785443780868881.343630360023204260361964675120988917914704358592624933962194625\
            28970061796268905274781217731535674591148498100320908398980876996043313954466824409581377812433804360761787\
            54519239172805106084830859022930753733881864087027182378169215936552786278142296623952177662716454104638663\
            1940404840928004034788049
1133    8+  3.683.2267.12945659.415141630193.8142767081771726171.180611154488432693831795119603606124267.31780050154141\
            24672226347300620820224441673370547012401726117881826457563147900286133345532682264186751646492277680625953\
            12967376033806169179191951568032258422392140654820661177278962219060732285218628754178803309203361353597712\
            0324065498102039714680581956369
1134    28  5.13.29.37.109.113.757.1429.2269.14449.246241.279073.3618757.13088629.20783953.106979941.168410989.49774548\
            61.40388473189.118750098349.231915937998781.562007253274813199701.15163372786994713185661.22133956792820850\
            1936257661.456376431053626339473533320957.16495060223601696026571578802793.30483275619586522928480789146876\
            9.262240094796597243398803698701290277956077074504877826371140929
1135   10+  3.11.297371.7025651.685467361.1046622091.3454631579714210387.6156694758084075792273361.69982170658265444713\
            117545258712031103399659.6339171561531439009410235287107940975042131099380747802242613243387461524787940612\
            60010506273201460604239403331138942008663413179397119581059931326517570220636734396247152352130136324620119\
            8091746916637059140127207988893891
1136    4+  65537.9168689293924594269435012699390053650369.1131310334243254039205306375735433068430199247442881.1373091\
            58905044189380942174749022139942313216698815724573571198831268138548637412625290056308549263894689300394524\
            93286405682102583985744677771818845884580718472968760163184086169478168810657530598330845088017828286649796\
            70999223980245249668910209
1137     8  3^2.15012732261073.728040923721821697586308784409.36967896067692174895186731445885654925399550043.375518701\
            49160225933510841998425767070380445542467219009673638189257459.56411466669825523511588968761041896964539753\
            6395150976531625094017243548780441.242339011872689768469372526580416813496274846117743469705886544937005096\
            22108303678373415006653069797913
1138    11  5.47797.170701.257189.37690561.4540995541.284804732602482200902883663813.4258732141893490747459822470559036\
            5253755277141.58429278068826889143919642664703462793634730813404090903757913.334371945393905240535837190496\
            1073788356415435742952853808050181270381.877413699044682963205016857485187072922435591963938934646136174081\
            659663502250546814351103843678136617
1139    7+  3.43691.7327657.6713103182899.195090954822051707.67287821449693070372895357014126417403959115084746851.8822\
            46136112447960040862725515253354629863247919259819097552994864662403786034795798522974128602325333439721260\
            08810570034966353580232447284351133516355269919980492366595203277760205452083830883738582107160724431862615\
            269225360878456510890869679443
1140    14  17.241.1217.4561.61681.90289.148961.4562284561.9036489073.24517014940753.29034057164920993379000074993.3435\
            950210316335724157758000789490561.153787279330237476887106331233239525756635010497681.510499030505981560130\
            62477654241640657829025002976204451060261008689478158715729745160924860467530309657376827104233308157772350\
            164622158651187694109112727796663977157921
1141    11  3.43.18257.11281292593.301870128784337.1023398150341859.1200893348906161.722526146028558523.337570547050390\
            415041769.17060613539298460913312913761.7282241810908598799879001658159800781235551209184309971880810060469\
            12157650367205651765342449898037112492139730610924043627004383629756979893512871206549911661282019639862198\
            318315114941165614771538410126704161577
1142     9  5.2384497.5536417.94600997.367032005101.386111803369.215346707765940143892464882933.25326330682371832853496\
            0296664489739730363789045689446798361238855837488046770981119186018458963017842630605022713884169.123775939\
            78607610786636752452659339466283119111551636070467528892053963254417228808754574809848528046845539220080747\
            53076441560514465579828585775722489
1143    13  3^3.19.3049.2576323.2061165716371.38257184231365987.9403580927289288953072692831494040201.56713727820156410\
            577229101238628035243.6535371089593651808167292821036140071174282019283.82723179283707558079607521798312521\
            771184766697594996913.1304082600276287243759244156848940870414772077191614643007966860670931420325245012432\
            473409129257068785841959725660683844211
1144    8+  257.229153.25744577.119782433.377140193.43872038849.78919881726271091143763623681.1007628438027670623579235\
            32542628443736416823764747718719761855005800754453294819928414103726600316542753548266033515567653511646560\
            09668232115752886990768265387983690059604317206316549571945794902328596091238340592411881293899285070777456\
            17377706469774864798547833236051041
1145     8  3.11.18754643.406225165149481.73563032256320682421346570851.3762270397244577165640826633613851.153334171410\
            03794339164342447265426158851946182451963484372297.44792663875034287671469104984060893494341322599003840177\
            58861376848101050481827187350450733366368279641424175433834546792247895654851095826349307440751867019378251\
            73936600677519588466094715001997851
1146    15  5.13.2293.3821.2392849.22312621.25212001.36875989.5972216269.89618875387061.2135640804965684861915149909.18\
            33085153842665442652283234165143433597.20844252715379252090938485003447004944677.54548448417035525285296706\
            600697802231332535444840384058588783585067967122373.1419217995303332971506334774207671545120192240857235877\
            1733381589033434181937733623317977380256684521
1147    6+  3.1777.25781083.305771849.715827883.63546125556876745765387621897419928632545659854249656513954491235251912\
            24680650112887025331601612447748746622690209568050581574869501578997823937506008709931335118078157743343442\
            80489692230690806000866497350528641454524506269896810676523160199880666382682096397433281144393517329885569\
            35618125472798393786772032055019
1148     7  17.13121.15790321.8562191377.12243864122465612155106392056552353.30645407522290070293105505369518259537.337\
            87757891645110955182669008413811356821582680675967160019757328312818999673299433702080693108561838083053392\
            48951162181863009573629222183734809812702255406888422274297292653904775775339241069392473216029770852248819\
            40820295812977774873743954554119873
1149     6  3^2.1351710731785981752792617.5609122817914313723820539.866140553743041477859225887851118773868045256339779\
            536563782349481.1293765076917257445957482907052085462714071680930580509282543365021709127238647405275732007\
            35720539829207310891427582866846598937929699152780340582317797581643826170427292834080288066182337954200336\
            680888433891576634269466486287019
1150    26  5^3.41.101.277.461.1013.1657.5981.8101.30269.268501.425501.646301.13220401.15096281.385231601.1021622741.78\
            34788541.157100602804501.7264244463759579701.359006912765190408181.6884004098027167481469508147048501.33069\
            4239512100333740526418770125403301.221759428435261384080359428218482267226691903500477428939838821953579450\
            4462793032530305494556065551457212016419413264394352775192601
1151    7+  3.9209.264731.7183639052011.8057089084163503088491.30433922592068709674825000822339863904242789573222588015\
            84514334307.23741375746977532472741772735853884540769171394883542744658455080471258958137043395050183725603\
            26755772676073357854992295038710520321791723976928556189145351643398211816942176874282069406965995397834293\
            3468904040990856703413893786182411
1152    10  18433.27733723987969.59649589127497217.5704689200685129054721.349621839326921795694385454593.87706468640521\
            797294901519524699649.24616619374763459476215125737554777509377.3311923804881141526004574284979534085127588\
            82817.154271541316301150598792104029544235059675368229377.9117727397070611624749265805863414219812661583900\
            929664013243247417418489214334542889473
1153    5+  3.27673.3772896236651.1815221738378898021554747.21518052246010950056303444030343527483736220517351996989959\
            46594333657941649470556682244545933268577818091582198137441232641426163557813019081151012671792420660049410\
            38653740207526187291604675837326434710240316266353248402895955843163085830623224083991375798616982771036885\
            381016552983024090441679669873451
1154    13  5.2309.92936237.17473219453.307465524354077.13287439049014069.122931731283429211231592321.59941465178733027\
            83552221009.31737398552447019976494669130549.34483237736454994688555469910052333.73368235597945087173002261\
            5216673064893.424542904202198496973482037228766792037254377244621.12718179682051759246113497917737977179875\
            491520861650592182943455796655781774368662329
1155    32  3^2.11^2.43.67.211.281.331.617.683.2971.5419.9241.14323.18481.20857.78233.86171.664441.1564921.48912491.219\
            980531.415365721.35532364099.113571560808091.2252127523412251.4362989211422861340320935785851.7018079616527\
            7040349245703851057.1276130308645500829341614664372811.9282678591450482372282034390640603842358411674526677\
            31.222334604655717914069161832950735944964766593936802794491393517657651
1156    11  17^3.41617.295937.354689.2879347902817.83736716905921.31148444724976529.2428691128313288513.250029781365101\
            84746359739041212150538197150947088160266610737154928841715321252686669815990657837046099572733721155557071\
            22507435483421768194992493255737103220772921822860756491417336565967131770494368902444056534122617232135552\
            843361353694058955137002512289519959761
1157    7+  3.179.2731.62020897.18584774046020617.6202223372363094929452168980151819917315301830721.1867094354335381827\
            61050026835271533452832304661344902359537240904410382614358173050208139978899046684957344632289130550051655\
            91663980144903933950320965993287326278456726798912930584517445523132664868385770488535449474767657439520522\
            8697550619598778595581196772233051971
1158    15  5.13.773.3089.148997.222337.349717.14402030644704405877.635283689603233836449.37879130002708963567765228597\
            3.25564774360363212740382247547878573.58789629528482972976195862506127739755393.577604328152374586516377134\
            797712142371222569427313.20989618019408157907994274197973390265429038950846690852797503637.3447855984700825\
            2667865105115632594885274778766245257481539946813
1159    5+  3.174763.117466969.768614336404564651.165413132066198451903610295674123657175970171831836304275098667599150\
            04557211323282539394215299292022180837000380533943644265507805713465937752263171093189156984530212784107130\
            52188426864170568714905794631906392504910741771750200185031524152182398148850866055080533164070302245803143\
            19148983454617780316690573429985979
1160    11  257.929.5569.8353.39594977.4278255361.977403570406117601.841464143582829714489281.5728153609272515700919393\
            5521.15694604006012505869851221169365594050637743819041.112575810265765303849422972066566030492727439467510\
            89196863583779982436341601794328773346408671710712898214773371055770561089579635314453204490980057270603204\
            419175461479982313392503474040819373945281
1161    15  3^4.19.1033.87211.1591582393.2779191397441.2932031007403.15686603697451.109053678968940302364939183451.7451\
            1568294243628863306502825698825239868474219.287102885069112907858797891705917880320362291211398518571239342\
            998599690848163865371401808988833.4759574283903092205329110218697801877053919419948852695602033152955574280\
            57066755427839043182168427476091234134439970593
1162    17  5.29.113.997.4649.39509.12902849.13063537.6804804469.46202197673.209957719973.15293148196817.14806719737407\
            4653.88210933298132009685601.152991166804108075380869.96495120899454354492671662827459499637166410918699251\
            95000985158909881293850627735805348326497.63628453136833724565046490830130383721328132320679256425522627479\
            79127702870983155849917226934652172439516842110391921
1163    5+  3.59301371.10534255862017.116877740332519011737292886104457.57195689443568992906169461029756753568897430923\
            01656975648312229039544543748700967333943777340975270398508029969878417154686635334138447626727598564325230\
            32669623976754438233801641474179527964420952354049187999601650584360443051194902453358720747055303157330407\
            198595091585098433581133027197095497
1164     7  17.241.25507121.5106360913.265523238370190187626688601808496584295502513.1453877963178138896046426642058339\
            479766721357185952218845250161520480654019427312503941108372323925802584001.1216313562616098762135217698275\
            26543527366122957112001032362244506702024175152605793283812558745850830123435428750527065494388802013084651\
            3681543622584944280714907012115205276689
1165    9+  3.11.467.27961.179411.9813961.583249810553621464231615722549327708629068174660691.3523693740136601394725745\
            31568890678155040563007620742839120913.32137735537316767346730297676490761840260811095056438194331235223983\
            92216242493939130914684819990019996494667995485530318906995221039607546449005638410444687839629323036119079\
            997039490112821634482150496640217083568211
1166    14  5.397.2113.2333.6997.15358129.586477649.596720894582957.1801439824104653.708232357842915049.151001648162882\
            539248423272681.22905657983296866237629196250169.3454520347244037619081542664841064777388446684148316102026\
            55261317305351568009.17865680486446479013090204677104734244455195689618510470395678333259348762362441846175\
            44148172314571330925516837890483766651953498370057
1167    12  3^2.9337.1074456464321.97484277202003.1369379108017267.2742094407638203.45908592787319236096963.93662273228\
            3266044834451024147.3938368118355873575102129530416312021153911608699.1041722716247477465483845030608643774\
            51510556358244794631358260793846207851.34379412835677138872890725357859426200179325828739677428718536954723\
            57305999551048701532075302652766686503353630459
1168    4+  4673.65537.1137948235396559809.1150350247910917056152672978654591403099473644630563934329950803543754638518\
            58948469303472354831745967448073822272134711879841092135422340556803844144460974751588960573328957866933089\
            96151532855730570357358360286628627243508743950172575267341327069815802629578609869771521818812819023526560\
            893508054052579914904795334095555073
1169    10  3.43.2339.37409.161323.14608351671572807850092203.8414160072705585053393085689.2374097849530589988839170471\
            4669253618912353.62357403192785191176690552862561408838653121833643.241976945089878830809723585063717124114\
            50843777575576412217466969219585984211736903798679800772081334203367180477758011126973218442556880395784657\
            946864053755810895062281915585067959332221873
1170    40  5^2.13^2.37.41.53.61.109.157.181.313.521.1249.1321.1613.2341.3121.7489.11701.21061.21841.51481.54001.348661.
            468781.1736281.29247661.34110701.723447661.1112388285061.10248564275821.108140989558681.1453324328230321.89\
            25278993793241.370244405487013669.720453772427518446437641.740520714452435045829181.26507387289590359176528\
            2835094842751905542652121.4099898234444251787794114104652433100148157431103805547783276261
1171     4  3.25763.84313.492167227845480888731658706083751291835971759321886377256389091511768544355940311490348494199\
            63836573871022532476522288561628160329881615723017200563201935621506120574909566950333075242421333709829042\
            95469454790160818122786076611287810328600243361328476108485337242159226273645057200222704448703955939975390\
            068680810358556973478270428602931457
1172     6  17.9377.1345457.91433799750097436823339479719705770866646653617.1019957463112831021365901895382776919153462\
            973115503801760177.3206885322304919693618771003569703909127546058637728536999768463428934273576755666832441\
            24700958044889535916521827305352809913883672920587885157989507889984792220827187128552133697038334597488608\
            8276853904417841361116851951200771960641
1173    21  3^2.139.307.2347.2857.6529.43691.236947.1578859.2796203.194902553.647674297.168749965921.291438334156037699.
            4080494539544536849.29111948248642861801.15477225584568935651447216741685456162338995027.224571405277143077\
            7876143006786838979329549117936841.352820376398397979265099331984513647290394257293220676543507835019.18459\
            253185733614380934388815862084185941390533129325220234423164857
1174     7  5.35221.13658317.2434616217281.394226184349830246792353594915553669141480163076208147970769.729609199833100\
            6862176472076795786955466649660669780453254758955282799088636332463613918504982112194304549213961.152328005\
            60506598732705841312609453253141763354469251324284205104092339995432215546886155410230942751430019262039222\
            753876477573808589660318296127368507558469
1175   12+  3.11.251.283.4051.185651.165768537521.328006342451.461797907949997211.235457374510092115086834691.515391855\
            4170795319759034290830504069736767291196886851.955267748286955070010757567544168072601924005909483426279687\
            22051493902090378676168931052221205895732027835315810772207840518281321328649045573556281419834530266005160\
            49191664779159818437504491407613128739810011221001
1176    17  97.257.673.2017.3137.5153.50177.101921.258721.25629623713.54410972897.1538595959564161.3040410389842561.509\
            1542821206332688289.21566694047156190030012960957098417375263164101421409.337259331708545424229308541356366\
            63761123331227599520852573351371057495391835351809.58693755727744825443995323040350236199984938027767948255\
            554673801961765278813928292652490231165838210929789110401
1177     8  3.643.683.49504078597120643.84115747449047881488635567801.166419727156424727241892848411.180860039740397008\
            34773047458500121168169812493765139.12430432730618641657786169629047453459039851261503048484682039775473376\
            24707598548468029686043055902984968570450229404213110321537958340398035429318066566366453768979477515108280\
            01673931557575194188464040157347269800919937
1178    17  5.229.457.2357.5581.8681.49477.384773.525313.4813309.83489573.257756820993233.422476522225569289589.1078194\
            849524312993921613457.80053417704764542865180196315461.1091803431492504846832486277706826923179735412515419\
            565500865043600869499097193.1665848233888270660763535488533880852994717958934809971812961460599992396270372\
            253562923636982401760249238137841826782165634289147641457
1179    15  3^3.19.787.1049.25939.82531.4744297.182331128681207781784391813611.7237497065445543055003057643920459.43368\
            5074806886298028919267117655888254843.358481631294404888613030634349490904280996785041660793.17563955258537\
            3358307268617903286656284026269783398738412720155379.529714877192970438573484768226536292190800565429368372\
            74761432933594323447370545457828497960999708594427043
1180   13+  17.1889.11329.61681.84961.89681.141601.1250801.13083841.106827761.765373489.4667813439458532797392797231517\
            680422795032583489.1085900753243877633097468812033280380425549552693712199099451068812641375432880594793448\
            50977155096630824335101261445609409582259227367153598971174566219452389606540409096755631313976446587940744\
            937729071708334765967822292590685722958522944606127361
1181     7  3.49603.59051.11403737.67685946763.9186599509882727262279760862379532536049.5270695658707967896761014013478\
            21516993430209208657007525090001403656322801880837357541477919961471415661692955164903749417255089446921586\
            71016910972218104654656510693825282984556041900150260172014613123575078620618173792122777965415236922580462\
            3504592359068896689182821710028910864570393
1182    15  5.13.4729.21277.52009.1079423677.37614046069.152874915601.455828392477.13852613550949.288302779237362754213\
            152217.51480369709170501304394118553664009.3862163385805798697201354795194661512726441364448411929.17486746\
            6060060999416742842499654321718542693713234212410772663347913129995561.491520739753705342411404745699451850\
            502832390064549409383863309885291021149029952934812506517
1183   10+  3.43.2731.224771.1210483.25829691707.4929910764223610387.18256533429955747955939.18526238646011086732742614\
            043.3182076644477329982975831753103002418637007136177252217214673794352278469066647094945688118889445452446\
            73555226017491321952696619342021616960712064181320207047222195541825728348907000812632503969730249062939304\
            73448687625258477380055579167946145345498578682059
1184     6  641.9473.6700417.1202741777537.414581855009107748596797028667339521.129504476457527895659105989384474680393\
            41495784369526578996180792796668223013435564912308572804675332582990605323810478048628325718241767083350736\
            99838891962410389327086279130798940624141957746600064346754873946555315248005636163238167862946310778556210\
            0111834713266134916323650902280576409555841
1185    14  3^2.11.331.2371.5531.647011.1415681.13664473.18859377449506801.201487636602438195784363.1377569469289849218\
            4744709216599873.1549947124742313956602636352657736025245229660818980496353711669466396289933045071001.1204\
            12163425424145741907899602405077049018419063113263020497843489136612625754837836522609403217133023672000475\
            6431130892605864604117022245682702541222486432346847455601
1186     8  5.23360190343863455255753897.88767273475365809494287801750133.2622476816389302805566618482868567341.4333842\
            025097140661120634098144190031735501.1507975555112612582371791046584345739904828259811543009076930575105511\
            77.24420599041408159917976091090517024623832021251828714532263074515853162909.24218109957592772970479068059\
            33487377898749836098852848331262650781493907381
1187    3+  3.626523937064728884681163.11182680839847336702486512031444475744970894794185919572441250013381695160010842\
            95802471643537072962789288095560527439784887430412912390972318658097273022504545390262965167494383742212869\
            69276111021262541220792849342788416784743968982886103766927307128902784936282693738320542913483334896104964\
            8580882287031301742009991769424370931361
1188    17  17.241.353.433.7393.38737.427681.33975937.1761345169.2931542417.98618273953.311712063697.138991501037953.59\
            008134786334273.277122598884572475987115421160411960915959497148103077473.566958622948012073585635671971411\
            1819572775485914444634179633.788665950001479674650705813903186632356777925726120062399203449921568833081885\
            177105857167806618988123915663929402035777496273563382522049
1189     9  3.59.83.28537.306763.3033169.8831418697.9758744379744403.25008127110120203797607219763262106447822271500598\
            98143249716154579587381285186681773759727490706904818760672716766774175759063467078008972585104331749841553\
            71359776557084413325239431295043874479166067559678170449213980407109011216510313506944738407210168529518680\
            509360354522026231467238979294807423592918683307
1190    25  5^2.29.41.113.137.953.1021.2381.4421.9521.14281.26317.42841.550801.823481.7416361.23650061.47392381.5362965\
            39263941.7226904352843746841.18292898984156916156396101.140869566130074135405157253141.99405172698491052036\
            213280949468938090897764734943018098727448753589491133614402824641.6217163545095457460425526455672838546924\
            574008247460892629718812398045012407315640701074838756845090121684233681
1191    14  3^2.13499.321571.476401.1819849.17414009.43247593.64339323043.427329609001.66809564696120553953329.37021310\
            507568514045709078753457472746397308843224255251382376361.2987700923630097562980586992334019407474107496457\
            911519874033978814696991281878568281932889979331.6488855516387758047783108616235043210130706479966540073784\
            107995269862901361284623441660830796154322268718245117609
1192     3  257.255373980342366346612993.102481403034882725316417269041787937586811231454991422978386429800412181603419\
            53235392187547387381972570420991123506901363726349709987754546676778188965024009571740875768434068991039947\
            51651855290138480660123673368600788052944656173108311583938086201457646873026533362331761480609191068609320\
            865089022610115150353914469545136315690497
1193     5  3.324497.6132176836553.3830133035529809005604118596180719845719114907654979.5883345553087876128704918757795\
            66390929455249252885638579074162273637276015962091605181839677510666476385199792985282084370207759487349967\
            69821386584610915329321583470632376531117745127676461096509333195515965238901309054225318752744013195863487\
            64235189106442341102141949071269068757824929
1194    15  5.13.797.2389.11941.121789.1162957.2008309.120424453.244109159209.76554648784441.20990731063030950253038854\
            60879717918033130293.1008116715344410461444141839610180239223178503751442552629.605705161939237333947719195\
            67799250362468754686910132063656919221349712663458406709.22187790674995823390672909783530102369517790590770\
            95769276334837651692278800790251295975617420904006591344801089
1195    10  3.11.340337.184087361.32605142983704221670173899.26537037220992112785174856161239437662001.1476292474364321\
            072638637843510554375995931.5007861129737749849013925511829197666405121545507799101441.20042714714206155988\
            48683888548534424549010888354230261495981227043481.20299155470483760691597325461892439876319566751414671857\
            699290143329394088953484880884864780517899543670766401
1196    12  17.38273.858001.308761441.14536633697.36919357139916161.291280009243618888211558641.14755410932634657950998\
            395089.1757744807679263833464910204577.122255024596887310384016956082161.7450188400572026792123370504661230\
            0434042100618110806127512805905183882417313.169064635269932313947498165574829972750162731490667592294718952\
            848168715519319937835637986599211066890428010941877054129
1197    20  3^3.19^2.43.571.4523.5419.63841.174763.778051.1697347.160465489.77158673929.11355690325205671380495907537.1\
            06788290443848295284382097033.19177458387940268116349766612211.109801296198740392094858844294643.7876868163\
            77606886356314509434864924748696136231564258089208007694376478071044111226935727729217244481436190254036272\
            419688729494973946632505919315704529434946584234932414183098914353
1198     9  5.4793.86257.306689.9385133.1922625936576797346329.1703259075833567498448523116988575599211608508810887317.
            220116836861523139590966646441081657640475369403154266557075567803180941925678925655846764793.1003680808409\
            11440694920003207295672210442474422457922910972190166103986572871851257759405036725345954370862083746889015\
            4135616648096580401024205825548328674019263872580613
1199     9  3.683.104124649.447252559596639611.298257415638476586139.794144907494779140961.2077756847362348863128179.19\
            96742176615621275047178653063503969.91813963997186450042000325434306899803387572650915546314657083631211579\
            68318225211325061806439008721119504654509113788947198733129718332418355711186002421609293916717440569197069\
            6980579715404286857490400361507888310411940996635931
1200    14  193.9601.23041.57601.65537.414721.22253377.44479210368001.17963653814841601.3399426377632056001.48504842220\
            84371979240001.14768784307009061644318236958041601.129541188208935646963818844716591986208974410651257601.4\
            59257286063925630811160985090378419786579338758486018435312227542048852027904911553961984375019122889036299\
            740037686919520730716788991321584422841229751133443588278401
1201     0  
1202     7  5.7213.79333.685141.322191336498946329196503049475322564558677154558189688098324958943433876457693205092709.
            3571063752373727959434120513220011301363863161567383982128636656862221716975343445451820353.305368021263974\
            70318316621045380679320016710749437614138354427185498918609454632260850399771632099800837845162790869881604\
            751486615387687799155939954438820560378888817317
1203     0  
1204     0  
1205     0  
1206    26  5.13.37.109.269.3217.10453.132661.171253.192961.262909.482401.7986133.15152453.42875177.214473433.255906607\
            3.8800285717.71848008781.175132692529.9739278030221.1222087247486540569.7235072906255562457.157049009596512\
            93774270521395753.238036191726442289473437174240498674032292286442039646843848246081071829.8234078865303995\
            633792222004471417194292870592825268861512363368330697836176678582217453186616309
1207     0  
1208     0  
1209     0  
1210    18  5^2.41.397.2113.3389.91961.705313841.415878438361.3630105520141.237090382248281.420675542314507855321.40369\
            62584010807014809213.39806400007517800928189621561.1339272539833668386958920468400193.349606207461841106437\
            544366777324120641.470055724908713162354624693928419223350920241.175174665476073105990093069395289593875937\
            09216561700361586073331386255464447876840304507153883342296636403321
1211     0  
1212     0  
1213     0  
1214     8  5.7889023609.695864724733.6391568743817.2366069394177173.2280045643161707961300003580011036179865373.154038\
            35953879173962068206058299265602737531886153737492481382867963001285981734564522264468576268553949122452441.
            19350370572424185455314002378323318922940429483322651791752166751691440923969086180557199732353808498909523\
            315806368808957967400341972655455924331197109127840857
1215     0  
1216     0  
1217     0  
1218    23  5.13.29^2.113.349.1429.2437.14449.29581.2745373.107367629.536903681.27920807689.1020353649169.9810958633253.
            898785760385437.22170214192500421.158160486299350364173.21597468549493958664902504331670645757.284740836768\
            94571496726280348891354240661831606009.1135199898082249374691145198891272539453777861033937.144534936026483\
            59351679337170243274415902172835854882261750377982524518464004758349128307090437
1219     0  
1220     0  
1221     0  
1222    15  5.53.157.1613.3761.4889.7333.21997.1363753.7484047069.140737471578113.5956817740291023640024859734331909.39\
            0941529316414655423854492083019690148253103500590794058313678419233.702159229560516217130373771951106386845\
            76079957295845924735328290270267776117780526372201309.15447656185860510492090250656675749917401818169276507\
            65606710738553288518117163004761703961063645255873243558743492088981
1223     0  
1224     0  
1225     0  
1226     6  5.17458241.18201416023204829.22061405182131487143329.484895898199371049372417795810182822998464108246689851\
            0325509992639309547157221556434971599209645511182360580438245794181257178185170699541.679856630805461886322\
            67290438715984298187919069060086169528849689651655662189087070612800289427867355676205736154830033731561345\
            99037061786593887711927122601408878992751613525311147213
1227     0  
1228     0  
1229     0  
1230    27  5^2.13.41^2.61.821.1321.2953.10169.181549.12112549.43249589.269896441.802333429.3639939001.12982379401.6121\
            3422340181.6027043735173469.82777720757144341.758399801407611361.125965976976392564317.83343421795218629571\
            61.76401557052661070266405340180269721.263624505862979562002392918766778961.4079916010527975130254169261381\
            019387581.8759670529772752737051943766670044656597070605543606897503015873725251877401
1231     0  
1232     0  
1233     0  
1234     8  5.86381.2322817005065617.115551016025898845629.7367588575848411802768597653205046693.2503036353481718510195\
            7125006047751030454874478028239473.682851975076673435639322210474603743876284164172646999313250418916673258\
            1463128027874013.202636912359598881000409950652151725689410939898203164701143355366696899088568571805451362\
            6017408660562661279638376640792313586236623725014497438823877
1235     0  
1236     0  
1237     0  
1238    11  5.2477.103993.284741.114519953.1219416313117078333.3514735575983823378579684829.306727820663803391493607006\
            0979964425377932183065846430361.255320754650506021612832628610018497830593052490577162112797.27513216796404\
            93318511403371083489813237959229444921708307683418293994785983237263311877.12203320867410510188380523611734\
            609089956226029533122299908988086065903907487610670650694359762710901
1239     0  
1240     0  
1241     0  
1242    27  5.13.37.109.277.829.1013.1657.3313.4969.18217.30269.119233.246241.279073.318781.853669.6542857.26785337149.
            5415624023749.70334392823809.25395382141805460457.496817081109150685921.2456272191118273489065950317.371971\
            78460594497252645353541.3173992388626664064950122306645081235260579355090590681.151600412804448693828935725\
            470043746255271677078107433578265849830416678473176943809055552143959292140742342533305582049
1243     0  
1244     0  
1245     0  
1246    15  5.29.113.1069.72269.34870850057.46339851433.4501313430014381.579017791994999956106149.226224076308652704774\
            9989.123794003928545064364330189.89349398563047033956634076015148710969.55427807061994597652368186365872241\
            54569405629.75503007256403708051219633740668982144451227849.21703413918764143226723101113245619018928985543\
            438170480117766410199475936016354378496154520244614685359979335738274901469
1247     0  
1248     0  
1249     0  
1250    21  5^5.41.101.7001.8101.28001.96001.268501.3775501.37177501.831172501.14321535001.47970133603445383501.9429186\
            6932171243501.633746672116596658276533517443227501.16715169305920365125853822367852180013958964962936824782\
            9683865124002155584217612884019447563002501.457128458320644769092512884125377805421413866296499677112300032\
            22863831555000707453689906421700439212068044560931077031315106846707799052501
1251     0  
1252     0  
1253     0  
1254    24  5.13.229.397.457.2113.6689.12541.131101.160969.312709.525313.4327489.2039731321.275415303169.8857714771093.
            42426325022797.149832750683283097.3066290411598855013.27290812893120485231161.1937385241416564065603093.130\
            3924271843917073922190036138554762147304815595643977.605137176414796390830121488483353257639812307887132541\
            3.1067447598841776328421379252558671843882665064605130101887661085801377328657400410374119913
1255     0  
1256     0  
1257     0  
1258    17  5.137.149.593.953.26317.42773.332113.347209.415141.184481113.231769777.516036294857.43980086132460853.15391\
            5445879303058138548677064819441.528217826968571648979931472105689224759996147309327189861454233549891143331\
            91153125418561121891978423588101175850373.20239102340722568179461525696576828928608777409454791782725844710\
            2891319251335420715127869543187362219036460777506377113516303967022865111837907877
1259     0  
1260     0  
1261     0  
1262     8  5.328121.651193.10523982032237.5146968159739687966527192489855797859822579298700173.33988214687695130091498\
            20053450777920375320076485292879863194644227656481.24912586131029158612571079798990420916569460115721432991\
            2105231226398795497035739722559861675447895954629.162054848101027536389889515598979475381022873790213050752\
            3229809266829518746728119520681690865691068813478696823059270956957073
1263     0  
1264     0  
1265     0  
1266    11  5.13.20699101.95110361.2629065686029.18455044087121.20884355027399074643422296325180908469.1783257248861881\
            12393573476458482965256782477560753.6920400848110359047653995057624941367485834954585997077.952980868716572\
